,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17
Iceland,-3.80507147181213,-1.1060896026008766,-0.8164059314080767,0.6731097918755802,-0.8845812329538625,0.5153778124975701,0.2761114354837429,0.9045431372437016,-0.2140861942151843,-0.30601346689310804,-0.0735729377603338,0.1242872148209226,0.07024151281527076,-0.004965194382043822,-0.06770254240143302,0.035912269109027825,0.045772192778057955
India,5.821165902336342,4.891228445458541,-6.726892061175034,5.077029083767017,4.111273863099814,0.5119032762272618,0.23982862774826094,-0.3353861785549263,1.1614039069099684,-0.2326329018758692,0.30981207165604596,-0.21758651882586524,0.06571063535757174,0.06071910549231286,-0.021920830880402944,0.030526787891480046,0.038115453507822555
Indonesia,1.4730961837735814,0.12758146974596737,-1.4308930195833425,-0.4512099652072869,1.204307567999722,0.031513685865355155,-1.2528077433310363,0.5792258751502434,-1.411107584443324,0.12955971413820863,0.31317308769150437,0.47714035639179625,0.09766618710885744,-0.2691471111472892,-0.017398997253896004,-0.034943880637199505,-0.11418570128487218
"Iran, Islamic Rep.",-0.4838137013688417,2.2861473309599365,-0.24963764054712761,-0.463086674166574,0.013398275820329084,0.7239780339144762,-0.7604736695915703,0.03865231270117122,0.042942104201380754,-0.24289613381689046,0.5001921145843498,0.10714592328694761,-0.235802247539763,-0.04820689606550022,0.04775489932124369,-0.006748569238001754,0.027903253556675636
Iraq,1.231913368744292,-0.5514179233554639,-0.9775168461801591,-1.7401824191466913,0.8343264411848716,1.272346486436756,0.14774645746147516,-0.4179692816117493,0.16848603576242796,-0.5785104238705923,-0.10719667318210091,-0.26746716102032525,0.288177948051226,-0.07505758140213177,0.018708079522808556,0.025320071415085743,-0.048346704239140226
Ireland,-4.0860826751041275,-1.7862311677493243,-0.4974845191766322,1.0773380600133655,-0.53656852367276,0.17131608969224765,-0.24765507738860018,0.30501374402078996,0.7452129022554649,0.17068822225862398,-0.24652330998981759,0.359511270324296,0.012113793039996247,-0.05604825991649262,-0.028321103497522055,-0.01691070627066402,-0.04639963970104302
Israel,-3.676345803843238,-0.40292555727709434,-0.3796828304308137,0.017676881790344854,-0.46458757563351355,0.4973810507763845,0.3662085368998843,0.7881773017335924,-0.1452293521760195,-1.000006781713246,0.8640807585061578,0.8538365713644996,-0.08121778679799968,-0.0642839443396588,-0.08953333100458877,0.07530975879975225,0.13182799882587204
Italy,-3.540084842393519,-0.7434878073703158,-0.6262436347543563,0.6810773605062787,-0.4105436516968334,-0.16759290588985587,-0.5328029563767941,0.6457989720739905,-0.09133796976703032,-0.6280578277853947,-0.39203750076700666,0.4060716641050121,-0.009907438804502268,-0.12610296081082367,-0.10832095688052579,0.06844389250003133,0.0475871846222846
Jamaica,-1.5260017801945411,0.5915755711654115,0.7457655906620018,-1.0940922570368803,0.4345178515776804,-0.01616774071538395,-0.1948036866299936,0.11672018005646177,-0.18582139506946893,-0.012591365091540484,-0.033485504726495,0.18711337294537148,-0.09339860905175555,-0.0060948554083271635,-0.041207351690621175,0.11018874652057004,0.07667824189702555
Japan,-3.199113681985215,-0.658145188010302,-1.376000656567562,1.4788653999951864,-0.45570657411906546,-0.46559124075456826,-0.08093865377331405,0.48918363238350043,-1.3529840319518325,-0.21113923357501396,0.06697734194133086,0.3615732881764691,-0.22711463634871762,-0.018536557916374458,0.010227764390934455,0.14091657696288948,0.07598802700547252
Jordan,-1.7428507249963114,1.319679197493742,0.6890718891791525,-1.3981478445673428,0.4586190203743107,0.38055930220163614,0.5860614141090766,0.10342205034098345,0.38936631593024923,-0.40583892698450075,0.677420239241707,0.022308953860251574,-0.2476121972951159,0.013856135000718563,0.01000167987577896,-0.02734883128153408,0.06250994294485017
Kazakhstan,-1.5253611325009964,0.5459802401601144,1.2670677069046343,-0.3563930767564241,0.34130667044024665,-0.6914710380751661,0.5345689931680562,0.025137269748386284,-0.016147983602677187,0.5855972294425922,1.0666379032591868,0.059543388765614574,0.27729802696943934,-0.027862594843819668,-0.0975586041410958,0.07057228905437654,0.00489688481642912
Kenya,3.172808716955217,0.5966100201050399,0.4772714445980808,0.571640670582702,0.01605402551009484,0.9104142301039597,-2.1987328698323676,-0.005290820797184953,-0.3936879102614801,0.06751844391686614,0.5479871889391317,0.08631698516269093,0.3915878916165581,-0.04457082199500163,0.16875659718080174,0.02441699728179331,-0.022150125400561726
Kiribati,0.42858980318656875,-0.870346940320366,0.6881622137816609,-2.2280619191310893,1.2388483595604882,0.7646425273355714,-1.4592504993081463,0.5779709628005488,0.793476042023293,-0.5685003724493364,0.6922207934211365,-0.4864613686155638,-0.2509523943622757,-0.013987889749947819,-0.06242709830180163,0.08400340516311555,-0.020423086845159893
Kuwait,-2.297250374716643,1.1761916018060816,0.2918901053145269,-1.3571094509926784,-0.062386973364428354,1.2389442514164664,0.5589819706591672,1.3607857312520835,0.6814664261215706,-0.05165695448741188,-0.36593094507495694,-0.3299518042191693,0.26357365241762115,0.03717137368913078,0.08036306778745039,-0.22947425757676315,-0.07456813396533551
Kyrgyz Republic,-0.7074431899797805,0.3564305916151908,0.6721520443774689,-0.3716695779280631,0.3539017108205768,-0.2782368795621301,-1.1071192667148844,-0.5238979602816737,-0.033079963440977043,0.46931641980805144,0.7117546823560794,-0.26264924305048,-0.2958923214852594,0.0277393109408953,0.01012389092041612,0.11584109177976054,-0.04523616781670727
Lao PDR,3.190080990138089,-1.1989237909047377,-1.0771040470153441,-0.4084871427728331,-0.41303998246140555,-0.5537491670100697,0.040326605112769566,-0.42982296373743206,-0.43713211352688774,0.3772564500931092,-0.4714991782806065,0.18453103455906644,-0.06768751853288414,0.02557253219091473,-0.031487253598272535,0.013925112130901043,-0.1776726742956955
Latvia,-2.7973954737961706,-0.7180437897676826,0.45040315893344784,0.9686563942773162,-0.2239578095820846,-0.7941267197383132,0.06133278394994937,-0.7109363403601469,0.1701234374501704,-0.7921770816315531,0.6955035324735113,0.25823793936937545,0.4419387928914765,-0.0182187198537822,-0.024088735591520558,0.01062914065962519,0.010557603180911996
Lebanon,-0.3069524483049395,0.09987377654022253,-1.1507875802472987,-1.5680810945975887,0.4881321490195923,1.4520516461897575,-0.8443059289583287,-0.6048092120408017,-0.0686361867257982,-0.16693791763387525,-0.3431721604481352,0.5229208183194117,-0.12283854670319719,0.11050101400933993,0.09443852769447542,0.06400970473061061,0.09186485809765856
Lesotho,4.220812134884872,-0.279614010725012,5.230993734170244,2.824961102668344,1.1645155472384618,1.6719769231738228,0.4060165969278118,0.6656815395742239,-0.6016068303373173,-0.7121758878344233,-0.14986350592570888,-0.009656033754255982,-0.3300441121897587,0.11155651528560563,-0.016049076434964563,0.08646954822950631,-0.09566095055412122
Liberia,4.57954792947328,-1.516865747732649,0.013583703730003465,0.08164117607673657,-0.035380592859718424,0.17466123093168276,0.5093506217564693,-0.11149272564327256,0.2610971216054665,-0.16351892457793082,-0.3408647793990985,-0.12889146027007042,-0.8120866085418922,-0.3027199640015099,-0.12327459268533392,0.07783040233613055,-0.12171260313137837
Libya,-1.1493639471455908,1.6696516658475051,0.4406274781644078,-1.129422502075768,-0.08327168346305283,0.4555286056116818,0.6991077165404408,0.45234057714460324,0.3747207833683452,-0.40715884944172226,0.036946752111356354,-0.1666763059260778,0.24143059862539204,0.03025738960287433,0.0033595239411762182,-0.05455114558356559,0.001474055704395248
Lithuania,-2.9202748327532526,-0.8917928351625286,0.401547715628698,1.3248285889376548,-0.23776604622467695,-1.0423023545464283,-0.023874582198588422,-1.1795696085977043,0.5463075731126757,-0.5337076733871604,0.35843896845207407,0.190967656371875,0.4512267066738648,-0.0029022924105437543,-0.014733635222486528,0.005833582767451077,0.0011420445063155475
Luxembourg,-4.855708214128995,-2.04084639250764,-1.0598643317947227,2.257885814714647,-1.6798074268905585,1.5094014764227914,-0.00684960495746007,2.115687822750604,0.767075957497977,1.5634140090662931,-0.3413719821619903,-0.4553460880462166,0.41924985849324503,0.004861445918985196,-0.0482261349694217,-0.07867386507219734,-0.1474571862592652
Madagascar,3.193717830916854,-0.043192772347202917,-0.9133193732531182,-0.26249880800178904,-0.6626302280623028,-0.3082214867697479,-0.08760035023987785,-0.04138141615689147,-0.8801223120149781,0.2150923676830397,0.3791579871458584,0.38877534900495236,0.06206426118388852,0.05274159239515682,0.08342442254639852,0.013436943645413209,-0.007991852211681335
Malawi,3.5836991095661253,0.4797418018711685,2.448743041421256,1.1850321979961334,-0.1372803032983274,-0.007618199197911255,-0.5372019980443207,0.844788175618888,-0.48401420086281305,-0.2163940912778305,0.16591466559057635,-0.250405990481747,0.3296676422632186,-0.061026990902902783,-0.007669609543467155,0.06838761592459888,0.13881211136854202
Malaysia,-1.0089297340307206,2.3426791492547743,-0.14020650534451162,-0.2400230680138733,-0.4517684723083534,0.3820921946790298,0.7922795460058042,-0.2842426473390947,-0.3729344231007296,0.0017584612911727576,0.4122646287490935,0.4047004406197769,0.14304836365312137,-0.011178283178243842,0.10719997096246955,-0.024232313443817946,0.06745940332521493
Maldives,0.23393142301338546,3.4996762760594566,-0.7316582470480457,0.32534720710089515,-1.4838353727579052,0.7455610469525202,0.33305546436399885,-0.6105219019177288,0.39031095526891924,-0.30403736428460515,-0.6420098556866886,-0.09653014888972632,-0.012979081797531104,-0.03205380763034303,0.036760907975471865,-0.04928583421584172,0.002358421859413251
Mali,4.69476441116402,-0.708435409089028,-0.07112761963000398,-0.5907135768897989,-0.6850989387039635,-0.7931618481518078,-0.04340182361770876,1.0727788500145377,0.3492401136682248,-0.24179429114072773,0.026314598778877714,-0.09778705597639271,-0.234560335578611,-0.14806202518066858,0.19493680602722468,-0.13806703330815406,0.15032386923976362
Malta,-2.9058982789377645,-1.195281158240709,-0.7105711720499912,-0.1117109683995509,-0.11629490100693986,0.3299878467923354,-0.7292019214971766,-0.09302224941781845,0.015982272280544385,-1.1667643230060067,-0.15268184324970818,0.33925629044407885,-0.13191286824737927,-0.0295763096994455,-0.007213717093418155,0.031625548051739796,0.03559229237357675
Mauritania,3.1557726348736277,-0.41860829892074186,-0.6137359249169893,-1.1152744588438397,-0.2801725118509715,0.11538586364308089,0.07288271743825422,0.3827152413057354,0.08226337247800344,-0.45014443668500875,-0.015635243197356007,-0.3813655897280457,-0.3090449647859727,0.10612455697568639,0.0026590823278948104,-0.083077606488437,0.1130052601814232
Mauritius,-0.7588057585641698,1.7848657017595624,0.33936528117431114,-0.02139318777275996,-0.3995996264296554,0.2561620906279786,0.132188841589931,-0.3830420915510224,-0.15601753039594235,0.11068775604591836,-0.1373399414328633,0.170392543928351,0.06600519680237292,-0.02119289509832904,0.02839876111548102,0.028954437357296428,0.02692560748616916
Mexico,-1.879012539810288,0.6798356670999914,0.34267154378410386,-0.9093637841281484,0.9134886208399896,-0.403088787792608,0.3286353213799841,0.45351730095611226,0.24719360206326468,0.004211527819047728,-0.3310172191988339,-0.08245568728373165,-0.15164577586772274,0.03217508691800455,-0.08931483380719289,0.06739244855801954,0.06670311182147418
"Micronesia, Fed. Sts.",-0.3184620995036313,-0.704431326268646,0.5685161765284312,-2.1524505229488478,1.151623826544109,0.499680164688769,-0.6144641841717006,0.26196347267297415,0.6580403460343173,-0.4756177106361299,-0.07325040848633763,-0.11102262129382238,0.28830332013289006,0.02159501250025686,0.08723058507037898,-0.19514837023137382,-0.17974400937842214
Moldova,-1.514209149660792,0.3548981852959038,1.0633479135965764,-0.3189559608832191,0.467779872813844,-0.6373294169409194,0.24706656088312937,-0.731567410964882,0.245433982199069,0.5141180017734067,0.419999853394146,0.06133685889581302,0.12479723502726257,-0.07377974569616738,0.0016742788389756142,-0.04165051892823986,-0.024348752403179894
Mongolia,-1.0582831993218684,0.5403271416202157,1.3604130863188995,-0.3561178947577976,0.08644010307420322,-1.2284789864447405,0.20210104683656488,0.04174438478953546,-0.009744957584095148,0.47207367686433727,0.5041379940748747,-0.13163510277355525,0.17331829222952788,0.0023763697275563257,-0.054570529729618796,-0.007819363724088358,-0.0684067288330974
Montenegro,-2.257678656543851,-0.02087162080122147,0.38240279456871723,-0.36999278571013855,0.36748790049935276,-0.7844845802751986,0.38752759329897235,-1.0103967208556426,-0.11735662714546403,0.8064667695851718,-0.21996811733989285,0.17407123669830057,-0.23667969280929996,0.018667082969360524,0.09775291563027368,-0.06661715290951122,0.004420986524958687
Morocco,-0.12286436835437312,1.9388626065529757,-0.026632467368842158,-0.9465264665692718,-0.40371124826991917,-0.09088193306530433,0.013716173180972192,0.49796475232883003,-0.07807352788008204,-0.6004261857866461,-0.5317971114055148,-0.3579652574208639,-0.2874881545537796,0.02685554827398726,-0.03998437657345459,0.029317070730287366,-0.060739629633387006
Mozambique,4.151323764359745,-0.9223235479900403,1.4605269670520096,-0.020647565091771614,-0.010692253493372068,-0.624001493830816,-0.35339750733250247,1.3683168612946126,-0.5160416635590246,-0.20670737848976156,0.1473666196701384,-0.1758308096720923,0.02060380803136819,0.0706478319272145,-0.07491855735591989,0.04885593845893307,-0.06730680668050593
Myanmar,3.1436853710420096,1.7955334468803346,-0.9567660151538679,0.4929462117877929,-1.0796783436152164,0.10803011517790531,0.21597360575071614,-0.3197219842700003,-0.1908920968347447,-0.20723211069648664,0.08399916942300975,-0.4786030914913088,-0.0942066349966898,-0.14729278892682326,-0.0015573599340365217,-0.07535496022184945,-0.14895214253135383
Namibia,3.241644096819075,0.7393867764179294,2.1122195003596556,1.7680298697453822,0.15515503255404953,1.505296841264135,0.10309101487565576,-0.39005178884308084,-0.42686245184697424,-0.19788664523601807,0.08368307601822972,0.29232172025756115,0.5812959169872548,0.025680089963035193,0.09613362091548798,-0.016736012633342765,-0.0033741252682480184
Nepal,3.4393705874799134,2.55084272338565,-1.7832309485344975,0.7482042615073734,-1.5755655680112188,0.8122669025792268,0.3637878277638893,-1.1016557838275118,-0.34076592168774333,-0.3200906540999267,-0.1875162924981595,-0.5839919944136501,0.11270172211118026,0.03740433880935885,0.009719727409739774,-0.04411560869646609,-0.08762442612126935
Netherlands,-3.885324128124325,-1.1385370074166086,-0.637311619611465,1.093262982792148,-0.7697444413518406,0.0019871098521960545,0.1866717904145803,0.5037805296513934,-0.2394920833673962,-0.08650243236282078,0.09254180664972898,0.07330519501661054,-0.09558088318548247,-0.019341325960232688,0.0015752098546328616,-0.01471986022417469,-0.016278846340791957
New Zealand,-3.725651091432823,-1.56927609419861,-0.5370402648288715,0.44263669390990074,-0.22679311292300017,0.28231040103221794,-0.08347155864576834,0.12534327859330296,0.4195013792656742,-0.45658280811343954,0.11133053204741891,0.4002034648281099,-0.08448079041020978,0.0653180994188874,-0.05005888461702673,0.0525579839062246,0.0597804048442505
Nicaragua,-0.8515987090452968,0.490141222758161,0.6676818117341506,-1.302501941749581,0.3253201660098619,-0.4112139255011325,-0.16299338327410484,0.24275767168180595,0.00862373840011802,-0.23217338688073044,-0.48682288033136967,-0.14350460061797124,0.17972641390953,0.0009265025255567564,-0.10546600513919363,0.09056747372990341,0.019858542507056886
Niger,5.3566586702288435,-0.7266455142305298,-1.0064833556072152,-0.5736775232769714,-0.9803840712608007,-0.5974083306684504,0.3367815711872718,0.6368647013657652,0.31739058232114853,-0.17851272784952382,-0.22577382548503955,0.5647322756175467,-0.04263861998609541,-0.17101247313429033,0.2575512499513639,-0.29818189523073413,0.5119678335169507
Nigeria,6.286260820517888,-2.968337091537202,-1.7477711347745917,0.8861777323326983,0.6291161552056025,-0.5848916380756549,1.2136247323497154,-1.1129837890661618,0.8507224566414502,0.7047982547637912,0.21854166385597257,-0.48861135987160553,-0.08747601745826782,-0.09129864804981418,0.08991807082073137,-0.0908995831691598,0.05201456626658856
North Macedonia,-1.7356393263583219,0.6199277618926996,0.3209667267756588,-1.085635549344806,0.2634349362609474,-0.34870955183442404,0.6493051525277532,-0.21936315893381608,-0.546932184208289,0.01195760855414414,-0.19833201127158193,-0.19963218660511997,-0.11185171150806075,0.03973785125607205,0.07488260049386905,-0.09501018417475943,-0.004089668148798337
Norway,-4.153252860646584,-1.588741639914736,-1.0517425660441715,1.0117498401407194,-1.0469177289031455,1.2793285979452984,0.5247713849639293,1.5936970552200405,0.020145579917572418,0.3667389611871367,0.42159940713390054,0.19170264154948793,0.21163063618369649,-0.01933767149409134,-0.04927428973111114,-0.017789216550533317,-0.015208844757085425
Oman,-1.5093481423312562,2.093089303443483,0.06864350732228482,-0.5447916439491257,-0.6615780038987361,0.5083081154171083,0.9085027665742426,0.4897549900588507,0.038462666831988755,0.04692086476196933,-0.021752749863072764,0.08058949183191631,0.15205550037613322,0.012706929268676233,0.02628017199436719,-0.03765642123557026,0.03156004426146412
Pakistan,4.6396581870017295,1.121911007552042,-2.5427291298335915,0.35031020941299906,-0.20256789516099366,1.0942101456868651,-0.6842111698229595,-0.4823073786889534,0.8554660385966686,-0.3356548058034494,0.23242641298265646,0.2119333210005368,-0.6857175876631555,0.4535586170397471,-0.05957267850073367,0.14829833992443606,-0.12981035652893755
Panama,-1.5213143456651474,-0.0036325575891940996,0.175073983889681,-0.8937756644346316,0.36222712960029524,-0.04830079359656639,0.024743410797208428,-0.22067985954448288,-0.11345236387250286,0.3734156831066422,-0.22988290540637246,0.2506505195613806,-0.3396801274090196,0.018945937022302777,-0.07802287764540067,0.1643083420212396,0.09965103090198889
Papua New Guinea,2.460139445463962,-1.809162276071725,-0.4130384067103293,-1.8228053857067072,0.5647261294850661,-0.006649317597358778,0.009161728801022484,0.4539925672765231,-0.4994311584885373,-0.283811083697669,-0.44000907649120063,0.24568713768452283,0.5372195066609492,0.5667465432698383,0.09487483431683243,-0.10965464952200991,-0.2193965736194085
Paraguay,-0.6905031898474047,0.024784555846055756,0.23903587383551841,-0.9251045665684231,0.3472931925619882,-0.14867039466116239,-0.9640431579533695,-0.16663085164466213,-0.08551360454553172,0.2295064282569607,-0.35674420551954933,-0.022650030893510288,-0.09872913513537358,-0.01023422146437299,-0.00889072415731197,0.08660353772975833,-0.022684431139216546
Peru,-0.8761969426496358,-0.09553652831611821,0.019546699043385938,-1.0633446541099323,0.6609439512525941,0.1718807005784518,-1.6152658271135116,-0.1054867905022087,-0.3050341241596241,0.2818108294182793,-0.10778930068488175,0.2315482198952599,-0.22711951432149868,0.13452425067985496,0.07853444486455768,0.07671392204687116,0.044969422503250735
Philippines,1.3023050490698176,-0.19497952976862026,-1.2566221757637956,-0.08654558378771249,0.5673735294074067,0.59748629958277,-2.3941315785380803,-0.8194903843943171,-1.2596636110348396,0.6270486045977111,0.376669486832021,-0.12823878111582784,-0.03764824098889939,0.09292896389043354,-0.961199932205208,-0.8079992482771357,0.18140333553618834
Poland,-3.2448054952501053,-0.32389036458369364,0.1942863305143282,0.9405888662228593,-0.16924468922598804,-0.9482768493187684,-0.03270420420086589,-0.5688914467779733,0.12646028591007394,-0.8795833338617423,0.4583969539812166,0.36832588343681794,0.06167785859495765,0.05792976546557424,-0.00570903648128672,-0.02292979663583095,0.025282615803769923
Portugal,-3.24368191426586,-0.9172577819555022,-0.15558746515558425,0.7080034776052924,-0.46225659722153134,-0.780088141460138,-0.6444046912368926,-0.1534726385809651,-0.01071219897700604,-0.8135717507227982,-0.9042335173158974,-0.07376390142309154,0.12378159152205472,0.003278455162168662,-0.008636983781908775,0.01738982626975469,-0.013303084048648339
Qatar,-2.7453940148746248,0.7871126505208165,-0.48827344829130626,-0.5847944037462426,-0.5803073576444753,2.028324948930413,1.1441502566046027,1.591483098056804,0.796789686191547,0.9076181762087983,-0.09918772428639468,-0.1832931778051469,0.1390854161896904,-0.06030881771857925,-0.040284866564047894,0.0064944393482828,0.049834432746740306
Romania,-2.5558898973407134,-0.39041720215231757,0.20974349610783422,1.0468723113450462,-0.385548264130362,-1.1078880514693457,-0.10437150701822112,-0.7485948628182943,0.4127715806783285,-0.9233671878431841,0.2339088502526505,0.29157436218023963,0.13794550782658857,-0.0295374984307802,-0.0396976915059256,-0.08562079518600865,-0.06678812832655448
Russian Federation,-1.9010632163289796,0.16622642577501257,0.8472320534255448,0.6208729285239439,1.227076763661397,-1.1619248447925001,0.27666835762609193,-0.6689705954055216,0.13566959789526828,1.0785393029719732,0.47775663239543015,-0.3713246233615613,0.5856801390644781,0.033054392856840586,0.007574684270263295,-0.004993891094822426,0.029688990615960635
Rwanda,1.8926289179970714,0.8629220587206489,1.4400214621196847,0.978192188252895,-1.0194832380709857,-1.8868396602663537,-0.10700381394716786,0.4651950520775167,0.0984054239019078,0.41707504955452784,-0.546090013284121,-0.4821124420231063,-0.13502481808395916,-0.011970920457708435,-0.033914411483551815,-0.03822912687614638,5.4572499217199675e-05
Samoa,-0.23945814196552725,-2.2859242405353353,-0.756045782705929,-2.647757105631819,2.118367351342956,1.87862929194632,-0.5075494493751892,-1.0724286052001313,0.44511433383090426,-0.39439316810718517,0.13050025591199416,-0.3212963894219162,0.11389674577202215,-0.38649397368139937,0.08666467684471203,-0.08255427865483468,-0.036721438444094444
Sao Tome and Principe,0.6678541812148047,1.0048701640014472,0.38654709629934975,-0.062263434523939065,-0.4281796639690689,-0.4110885714429366,-0.5730610688738733,-0.24953829458045743,-0.10922318178616128,0.03263352260647839,-0.451557426843039,-0.8020876839379713,0.016342116433139483,-0.0076200058277068345,0.10410089853417082,-0.08219065111559487,-0.1006732873986404
Saudi Arabia,-1.5538836380259222,1.9846475130784602,0.04592912318406906,-0.7915157707070516,-0.12769701445834833,0.95548044904265,1.1146036819453835,0.29508305934756723,0.6459663826131296,-0.22774483044436017,0.23183927343503147,-0.09630858382414295,0.06078824058737113,0.027331480012041273,0.04605908905593953,-0.1338427890579673,0.01826916017881353
Senegal,3.0554275225596426,0.8810105629933495,-0.4229359281268921,-0.5069486689606241,-0.7361256299045006,0.2817230716425628,-1.9310965441872323,0.5123829778895579,0.07424271683829632,-0.24619085835724658,-0.2786810459777299,0.2583602135551961,0.10592416279860521,0.01828801361845402,0.16256161106172926,-0.07318128380020414,0.0750044730995225
Serbia,-1.9830605220923905,0.15417854642616113,0.3532953477519674,-0.3916347061825372,0.3750877543306877,-0.6290104689381703,0.031065591834910294,-0.8987385649650171,-0.28181676334564576,0.6902988309164043,-0.16235243157176033,-0.011897393010691142,-0.114808402994966,-0.03888149429142913,0.12261973126300693,-0.08435588271063664,-0.01955419411633474
Seychelles,-1.5193596394605795,1.2651842942473468,1.3601851701940533,0.6496634240687632,0.005750527215213108,0.25249047689252435,0.7768564595252316,-0.4581247270364186,0.12361569278164222,0.2883353081804375,-0.7436741591824366,0.10708765086184495,-0.2497605020262679,0.0185454248279983,-0.028442235048534655,-0.07021685689855656,0.004758394349063279
Sierra Leone,5.614483137208024,-1.0757629434150453,1.096118680374681,0.3576952037822156,-0.7092947703074817,-1.3092536478355778,-0.39975255749231453,1.1054050310372712,1.1548292343852118,0.15567038220512786,0.848872479063909,-0.7286127403421901,-0.3521533168379272,-0.03172235732276955,-0.16377621994977282,0.26375770163165596,0.11957045472063038
Singapore,-2.733208637176823,0.7177031215283136,-0.4102755321907913,-0.3319709818474073,-0.7782904135837003,0.614788434418687,0.5666173668189199,1.376100747281925,-1.0913082602024875,1.2769683138609726,0.03932215046243192,0.6963312977818071,-0.10052341061363637,-0.027522639782455515,-0.0024141680029648293,0.03594764780085169,0.08635243075352514
Slovak Republic,-3.4368458461348546,-0.5662021261535606,0.4030204278534754,0.8934759142879665,-0.3788399173552878,-1.106191459132043,-0.08371089115844563,-0.4510460522627207,0.17831506736686825,-0.7307155577436302,0.25904153739149005,0.27742265973170777,0.08412838875326578,-0.040174729647881754,0.020425727933178275,-0.09029805733062699,-0.04931578315196922
Slovenia,-3.5289951083637714,-0.9889637213773661,-0.26722844161453335,0.9075263571641534,-0.4042419382339597,-0.6400501494926856,0.26105912155499766,-0.6588852340163547,-0.08187716746149226,-0.5603930046832669,0.10678166273865447,0.12494350745252455,-0.09258960127659425,-0.010170301739192799,0.015121900026479226,-0.014436757999931557,0.026092400697937494
Solomon Islands,-0.11308800377741131,0.28296801696376184,0.4119856625107683,-1.6081639681090523,0.3129169163059416,-0.00573612534438087,-0.9775554436097151,0.5874871338183915,-0.4935826897494411,-0.3341627044497743,-0.40305897231895266,0.05788785687039497,0.4026268886822063,0.17645935765038262,-0.0192428757791385,0.031671771322746296,-0.03573771158241462
Somalia,6.688405879329301,-2.9697189420781873,-1.6471083072830306,-1.267487166258619,-0.21541900759484897,-0.28309445300769154,1.2187183012956961,0.29811175031933057,0.22839940652587623,-0.23092055688308247,0.08103302213615024,0.09185532810163399,-0.11569465194474357,-0.03997407712326778,-0.07329340634446165,0.05639241530486513,0.22430463871508205
South Africa,3.0241127212345313,-0.7896594415096887,2.3936617330898757,2.4360335871222705,1.6261327618111476,2.5109393162729057,0.08066877457113998,-1.4580162894558215,0.364166906344848,0.03747937406335913,-0.079771061942774,0.3146253689804177,-0.02881150473770966,0.0397659171485609,-0.21345443269906714,-0.034098860376222714,0.14265472806121382
Spain,-3.6759394883962817,-0.8385825332567229,-0.36962678535708604,0.708269632488471,-0.3218430671946248,-0.588810862755245,-0.16496842215322202,0.15914536301511165,0.04464441977088421,-0.7343753527068808,-0.6265828548964875,0.0658107172648317,-0.0346329837546524,-0.012657664998824258,-0.08690947690318905,0.07731489212223716,0.06367232728983967
Sri Lanka,-0.08673338374577996,3.515405486876687,-0.8783494394562299,1.0987992986239472,-1.3724628171501323,0.3739984009060807,1.0142101629477094,-1.5048596233717835,-0.48719488370180597,0.3368604469015355,0.8560266176018433,0.3515655902402319,-0.24473076194055382,-0.03186199631557422,0.12306097065770445,0.04467255848008233,0.12179097240522815
St. Lucia,-1.7971936727228401,0.2143706300966283,0.5943093812536326,-0.17116387253849116,0.3923646787913506,-0.16678709708092399,-0.14285137030873693,-1.038575949409586,1.2671004737929972,0.5340046450228453,-0.8577259906017753,-0.46337842070238394,-0.10574436384712144,-0.011479125627815695,-0.10726330938450841,0.12260109002864882,0.06453890861783793
St. Vincent and the Grenadines,-1.47731181342857,0.8969460533217292,0.8703603400250176,-0.4215559607935733,0.10827534875637007,-0.32670008118140054,-0.3149681230556638,-0.2281074689662647,0.2917969346557563,0.29616398056912335,-0.16734830501442477,-0.13578946168737555,0.015584803679701002,0.01784522228628544,0.002097049208277318,0.018999521227181067,-0.02769306077861773
Suriname,0.576284611432293,-0.542558138761563,-0.37253771400786945,-0.8164759640300449,0.6565389721698102,1.415181033615126,-3.0632669692685477,-0.5556870247324543,0.11802554072235755,0.3834524759295116,-0.10816801798797143,0.3338540077972696,0.12286240802028824,0.074345347414864,0.14266791030237827,0.09118510580705844,-0.09793921172579712
Sweden,-3.584532046094728,-1.6268652370466945,-1.3455086991499332,0.8167064524539562,-0.5975525952976415,0.7560938560458039,0.8077516979404195,0.3118021757410583,-1.235273674215745,-0.3020382150656128,0.3619580573696891,-1.1140849913106419,-0.18971104431838307,0.14034619974092444,0.09059054644441827,-0.017161020097003037,0.03567669469328727
Switzerland,-4.285953629374029,-1.9739622060405748,-1.252884070195941,1.7073343722490548,-1.259324208696508,1.1615702799088299,-0.40088403417846147,1.448730735900205,-0.006022610274396473,1.0356515760439107,0.05696691050683139,0.029918968348801058,0.002654105237777588,-0.09098566499474886,-0.029593733051073056,0.04388973605546076,-0.060086966682522135
Syrian Arab Republic,0.7252678963678122,0.07004247173268728,-0.9845240129563196,-1.6468853402725594,0.5561543521603032,1.0661756827369877,0.5778339559855754,-0.6758584702800441,0.25949736578819255,-0.6261020010879239,-0.48188786570987174,0.25145261246940165,0.3515195939333766,-0.04815176529912287,-0.01485315626857607,0.05326029613769511,0.0907650043656692
